Datum,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note
2025-12-11,Mittagessen,931.0,23.3,3.3,0.0,0.0,0.0,0.0,16.1,107.0,123.6,13.2,20.3,59.6,0.0,0.0,3.5,2.9,
2025-12-12,Frühstück,366.5,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,40.9,0.0,0.0,0.0,0.0,
2025-12-12,Mittagessen,689.0,3.1,3.3,0.0,0.0,0.0,0.0,16.1,107.0,123.6,13.2,20.3,46.2,0.0,0.0,3.5,2.9,
2025-12-12,Snacks,198.0,0.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,16.8,1.6,15.0,30.2,0.0,0.0,0.0,0.0,
2025-12-14,Frühstück,1050.9,9.0,7.1,0.0,0.0,0.0,0.0,16.2,107.0,130.7,6.7,43.9,112.0,0.0,0.0,3.5,2.9,
2025-12-15,Frühstück,1026.6,32.3,15.5,0.0,0.0,0.0,22.3,570.6,0.0,92.5,1.9,33.0,91.3,0.0,0.0,0.0,0.0,
2025-12-16,Frühstück,1650.1,33.2,16.7,3.5,1.3,0.1,84.3,1896.7,96.1,189.9,15.9,59.4,153.9,36.3,0.8,2.7,3.6,
2025-12-17,Abendessen,415.8,19.6,11.8,0.0,0.0,0.0,22.3,750.4,0.0,47.0,3.5,2.2,20.4,0.0,0.0,0.0,0.0,
2025-12-17,Frühstück,1304.3,7.5,4.4,0.0,0.0,0.0,0.0,12.2,80.3,181.3,19.0,37.6,134.6,0.0,0.0,2.6,2.2,
2025-12-18,Frühstück,1248.3,6.8,4.1,0.0,0.0,0.0,0.0,12.5,1049.3,160.2,6.4,31.7,138.7,0.0,0.0,2.6,2.2,
2025-12-18,Snacks,805.5,41.2,18.9,4.4,1.7,0.2,47.0,860.1,53.7,96.1,6.8,23.7,30.2,45.7,1.1,1.1,2.7,
2025-12-19,Frühstück,1969.3,31.8,8.0,0.5,0.3,0.0,18.1,394.6,1151.2,237.5,6.2,45.1,182.1,0.2,0.0,3.2,4.5,
2025-12-20,Frühstück,564.5,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,88.9,0.0,0.0,0.0,0.0,
2025-12-22,Frühstück,1749.1,20.7,8.5,0.0,0.0,0.0,0.0,0.2,297.6,125.4,5.0,30.0,254.4,0.0,0.0,0.0,0.0,
2025-12-26,Frühstück,1418.7,46.2,7.6,0.0,0.0,0.0,0.0,0.9,0.0,161.4,5.6,26.3,93.9,0.0,0.0,0.0,0.0,
2025-12-29,Frühstück,1938.0,41.0,13.0,0.0,0.0,0.0,0.0,8.3,822.9,198.2,7.0,30.3,155.8,0.0,0.0,1.8,1.5,
2025-12-30,Frühstück,1914.9,32.5,13.9,0.0,0.0,0.0,0.0,13.0,80.3,230.2,6.9,51.2,174.2,0.0,0.0,2.6,2.2,
2026-01-02,Frühstück,1030.0,5.6,3.4,0.0,0.0,0.0,0.0,8.3,376.5,120.7,4.3,30.3,123.3,0.0,0.0,1.8,1.5,
2026-01-03,Frühstück,238.8,3.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,9.8,38.8,0.0,0.0,0.0,0.0,
2026-01-04,Frühstück,325.6,7.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.8,13.8,47.6,0.0,0.0,0.0,0.0,
2026-01-05,Frühstück,932.3,8.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,85.3,1.4,13.9,126.8,0.0,0.0,0.0,0.0,
2026-01-06,Frühstück,1075.0,5.3,3.2,0.0,0.0,0.0,0.0,8.3,376.5,140.1,4.3,30.4,115.4,0.0,0.0,1.8,1.5,
2026-01-07,Frühstück,1686.0,5.3,3.2,0.0,0.0,0.0,0.0,8.3,376.5,186.1,4.3,30.4,144.4,0.0,0.0,1.8,1.5,
2026-01-08,Frühstück,2122.4,32.4,9.9,0.0,0.0,0.0,1.6,16.6,376.5,203.4,4.6,37.6,174.7,0.0,0.0,3.1,2.8,
2026-01-09,Frühstück,1879.0,29.2,8.5,0.0,0.0,0.0,0.0,4908.3,376.5,260.7,15.1,44.2,149.2,0.0,0.0,1.8,1.5,
2026-01-10,Frühstück,1469.0,29.1,11.2,0.0,0.0,0.0,0.0,0.2,0.0,140.6,4.6,28.6,163.2,0.0,0.0,0.0,0.0,
2026-01-11,Frühstück,543.0,19.1,4.0,0.0,0.0,0.0,0.0,0.8,0.0,67.9,2.1,5.1,17.3,0.0,0.0,0.0,0.0,
2026-01-12,Frühstück,1677.0,24.4,11.2,0.0,0.0,0.0,0.0,8.3,376.5,217.3,2.7,25.2,142.8,0.0,0.0,1.8,1.5,
2026-01-13,Frühstück,1337.4,18.4,8.7,0.0,0.0,0.0,0.0,8.3,376.5,165.7,5.7,29.0,133.6,0.0,0.0,1.8,1.5,
2026-01-14,Frühstück,1770.3,13.4,17.9,0.0,0.0,0.0,0.0,12.9,705.1,219.6,5.1,25.3,168.6,0.0,0.0,2.8,2.3,
2026-01-15,Frühstück,521.0,16.1,9.4,0.0,0.0,0.0,0.0,0.0,0.0,89.4,3.2,34.3,6.1,0.0,0.0,0.0,0.0,
2026-01-16,Frühstück,1207.7,5.2,3.9,0.0,0.0,0.0,0.0,12.9,407.5,176.2,3.3,25.3,111.7,0.0,0.0,2.8,2.3,
2026-01-17,Frühstück,432.9,3.0,1.6,0.0,0.0,0.0,0.0,153.0,0.0,49.0,0.0,1.8,50.4,0.0,0.0,0.0,0.0,
2026-01-18,Frühstück,1013.4,36.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,61.3,0.0,4.5,108.9,0.0,0.0,0.0,0.0,
2026-01-19,Frühstück,1203.2,40.4,11.3,0.0,0.0,0.0,0.0,46.2,0.0,155.0,0.0,53.4,51.4,0.0,0.0,0.0,0.0,
2026-01-20,Frühstück,907.8,4.2,1.4,0.0,0.0,0.0,0.0,0.2,0.0,112.1,1.6,24.9,103.1,0.0,0.0,0.0,0.0,
2026-01-21,Frühstück,2098.7,54.4,4.8,0.0,0.0,0.0,0.0,12.9,407.5,204.7,4.0,28.0,194.9,21.0,12.0,8.8,26.3,
2026-01-22,Frühstück,2241.5,49.0,3.5,0.0,0.0,0.0,0.0,336.2,0.0,264.7,2.1,35.3,172.7,0.0,0.0,0.8,11.2,
2026-01-23,Frühstück,1322.4,18.9,5.1,0.0,0.0,0.0,0.0,12.9,407.5,171.5,3.0,20.7,114.6,0.0,0.0,2.8,2.3,
2026-01-27,Frühstück,1051.5,24.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,107.9,1.3,15.4,98.2,0.0,0.0,0.0,0.0,
2026-01-28,Frühstück,1780.5,53.7,29.6,0.0,0.0,0.0,0.0,0.0,0.0,152.6,1.3,28.1,122.0,0.0,0.0,0.0,0.0,
2026-01-29,Frühstück,1607.0,38.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,170.8,2.6,11.1,140.7,0.0,0.0,0.0,0.0,
2026-01-30,Frühstück,1178.5,25.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,132.8,4.3,13.1,109.0,0.0,0.0,0.0,0.0,
2026-02-04,Frühstück,1328.5,28.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,169.3,11.3,11.2,103.3,0.0,0.0,0.0,0.0,
2026-02-05,Frühstück,1328.5,28.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,169.3,11.3,11.2,103.3,0.0,0.0,0.0,0.0,
2026-02-06,Frühstück,2416.5,68.0,21.6,0.0,0.0,0.0,0.0,0.1,0.0,275.3,17.3,21.0,184.3,0.0,0.0,0.0,0.0,
2026-02-16,Frühstück,1602.8,12.6,7.7,0.0,0.0,0.0,0.0,16.2,107.0,223.9,6.2,30.2,146.9,0.0,0.0,3.5,2.9,
2026-02-17,Frühstück,2248.4,26.2,13.2,0.0,0.0,0.0,0.0,12.3,675.5,227.1,10.3,35.1,212.1,0.0,15.0,18.6,2.2,
2026-02-19,Frühstück,2882.6,60.1,28.1,0.0,0.0,0.0,0.0,0.2,0.0,352.1,10.0,33.0,214.7,0.0,0.0,1.0,0.0,
2026-02-20,Frühstück,2855.4,69.3,28.6,2.5,10.0,0.0,0.0,195.2,683.8,309.4,12.8,25.6,223.7,0.0,0.0,12.9,26.1,
2026-02-23,Frühstück,1899.0,28.7,9.9,0.0,0.0,0.0,0.0,0.2,0.0,222.1,10.0,25.1,176.1,0.0,0.0,1.0,0.0,
2026-02-24,Frühstück,2155.5,17.1,8.4,0.0,0.0,0.0,0.0,16.2,107.0,296.9,12.2,24.9,191.6,0.0,0.0,4.5,2.9,
2026-02-25,Frühstück,2310.5,28.3,13.2,0.0,0.0,0.0,0.0,256.2,107.0,333.1,12.2,40.0,170.5,0.0,0.0,4.5,2.9,
2026-02-26,Frühstück,2774.1,40.9,12.7,6.2,5.0,0.0,182.5,162.7,1760.8,331.0,23.6,36.3,179.4,0.5,9.1,6.3,14.9,
2026-02-27,Frühstück,2361.6,53.8,8.7,0.0,0.0,0.0,0.0,0.3,0.0,290.5,15.4,27.8,171.2,0.0,0.0,1.0,0.0,
2026-02-28,Frühstück,1136.6,41.9,7.8,0.0,0.0,0.0,0.0,34.2,0.0,56.5,2.4,35.3,120.5,0.0,0.0,1.0,0.0,
2026-03-01,Frühstück,1458.0,61.4,13.8,0.0,0.0,0.0,10.4,150.4,339.6,150.1,7.4,58.7,62.5,0.0,0.0,9.0,11.0,
2026-03-02,Frühstück,861.6,34.8,10.2,0.0,0.0,0.0,0.0,0.7,0.0,67.9,6.0,8.4,71.1,0.0,0.0,1.0,0.0,
2026-03-04,Frühstück,2051.1,53.7,20.8,0.0,0.0,0.0,0.0,0.2,0.0,159.5,1.5,38.4,189.7,0.0,0.0,1.0,0.0,
2026-03-06,Frühstück,1000.0,12.0,1.3,0.0,0.0,0.0,62.0,0.2,0.0,66.1,0.0,19.6,155.1,0.0,0.0,0.0,0.0,
2026-03-07,Frühstück,1361.5,35.6,7.2,0.0,0.0,0.0,124.0,0.1,0.0,95.3,0.7,0.0,164.8,0.0,0.0,0.0,0.0,
2026-03-14,Frühstück,421.3,11.2,3.2,0.0,0.0,0.0,0.0,0.1,0.0,71.2,4.9,0.0,12.8,0.0,0.0,0.0,0.0,
2026-03-28,Frühstück,490.6,14.5,5.8,0.0,0.0,0.0,0.0,0.1,0.0,45.8,5.7,4.3,33.8,0.0,0.0,1.0,0.0,
