Datum,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note
2025-10-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,145,
2025-10-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2726,
2025-10-11,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,2387,
2025-10-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1093,
2025-10-13,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,1431,
2025-10-15,MFP iOS calorie adjustment,Ausdauer,43.0,1,,,,7152,
2025-10-16,MFP iOS calorie adjustment,Ausdauer,81.0,1,,,,9022,
2025-10-17,MFP iOS calorie adjustment,Ausdauer,71.0,1,,,,8291,
2025-10-18,MFP iOS calorie adjustment,Ausdauer,44.0,1,,,,6100,
2025-10-19,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,632,
2025-10-20,MFP iOS calorie adjustment,Ausdauer,33.0,1,,,,3674,
2025-10-21,MFP iOS calorie adjustment,Ausdauer,25.0,1,,,,2239,
2025-10-22,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,2351,
2025-10-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3596,
2025-10-24,MFP iOS calorie adjustment,Ausdauer,46.0,1,,,,4733,
2025-10-25,MFP iOS calorie adjustment,Ausdauer,54.0,1,,,,5932,
2025-10-26,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,2785,
2025-10-27,MFP iOS calorie adjustment,Ausdauer,46.0,1,,,,5546,
2025-10-28,MFP iOS calorie adjustment,Ausdauer,13.0,1,,,,2087,
2025-10-29,MFP iOS calorie adjustment,Ausdauer,21.0,1,,,,3145,
2025-10-30,MFP iOS calorie adjustment,Ausdauer,25.0,1,,,,3425,
2025-10-31,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,2300,
2025-11-01,MFP iOS calorie adjustment,Ausdauer,90.0,1,,,,9069,
2025-11-02,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1404,
2025-11-03,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,4010,
2025-11-04,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,2084,
2025-11-05,MFP iOS calorie adjustment,Ausdauer,56.0,1,,,,5295,
2025-11-06,MFP iOS calorie adjustment,Ausdauer,41.0,1,,,,5334,
2025-11-07,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,3181,
2025-11-08,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,2281,
2025-11-09,MFP iOS calorie adjustment,Ausdauer,41.0,1,,,,2930,
2025-11-10,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,2236,
2025-11-11,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,2029,
2025-11-12,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,2498,
2025-11-13,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,2482,
2025-11-14,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,2808,
2025-11-15,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,2270,
2025-11-16,MFP iOS calorie adjustment,Ausdauer,31.0,1,,,,3738,
2025-11-17,MFP iOS calorie adjustment,Ausdauer,49.0,1,,,,4900,
2025-11-18,MFP iOS calorie adjustment,Ausdauer,30.0,1,,,,3325,
2025-11-19,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1434,
2025-11-20,MFP iOS calorie adjustment,Ausdauer,24.0,1,,,,3118,
2025-11-21,Krafttraining (Gewichtheben),Ausdauer,451.0,106,,,,,
2025-11-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2430,
2025-11-22,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,2955,
2025-11-23,MFP iOS calorie adjustment,Ausdauer,37.0,1,,,,2979,
2025-11-24,MFP iOS calorie adjustment,Ausdauer,32.0,1,,,,3650,
2025-11-25,MFP iOS calorie adjustment,Ausdauer,49.0,1,,,,4782,
2025-11-26,Krafttraining (Gewichtheben),Ausdauer,413.0,110,,,,,
2025-11-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2293,
2025-11-27,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,2226,
2025-11-28,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,1648,
2025-11-29,MFP iOS calorie adjustment,Ausdauer,56.0,1,,,,5372,
2025-11-30,MFP iOS calorie adjustment,Ausdauer,11.0,1,,,,1396,
2025-12-01,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2790,
2025-12-02,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,2646,
2025-12-03,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,3608,
2025-12-04,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,2846,
2025-12-05,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,2313,
2025-12-06,MFP iOS calorie adjustment,Ausdauer,34.0,1,,,,3471,
2025-12-07,MFP iOS calorie adjustment,Ausdauer,50.0,1,,,,3471,
2025-12-08,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,1635,
2025-12-09,MFP iOS calorie adjustment,Ausdauer,70.0,1,,,,5496,
2025-12-10,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2295,
2025-12-11,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,3046,
2025-12-12,Crosstrainer,Ausdauer,112.0,15,,,,,
2025-12-12,Krafttraining (Gewichtheben),Ausdauer,238.0,59,,,,,
2025-12-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2025,
2025-12-13,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1644,
2025-12-14,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,239,
2025-12-15,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,1619,
2025-12-16,MFP iOS calorie adjustment,Ausdauer,11.0,1,,,,1844,
2025-12-17,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,3413,
2025-12-18,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,1575,
2025-12-19,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,3142,
2025-12-20,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,3029,
2025-12-21,MFP iOS calorie adjustment,Ausdauer,123.0,1,,,,8014,
2025-12-22,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,2870,
2025-12-23,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,3261,
2025-12-24,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,3147,
2025-12-25,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1801,
2025-12-26,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,1232,
2025-12-27,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,1060,
2025-12-28,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,289,
2025-12-29,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,3202,
2025-12-30,MFP iOS calorie adjustment,Ausdauer,31.0,1,,,,4059,
2025-12-31,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,1249,
2026-01-01,MFP iOS calorie adjustment,Ausdauer,13.0,1,,,,1250,
2026-01-02,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,2529,
2026-01-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,527,
2026-01-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,214,
2026-01-05,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1769,
2026-01-06,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1694,
2026-01-07,Krafttraining (Gewichtheben),Ausdauer,223.0,60,,,,,
2026-01-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3595,
2026-01-08,MFP iOS calorie adjustment,Ausdauer,36.0,1,,,,4056,
2026-01-09,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,2684,
2026-01-10,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1632,
2026-01-11,MFP iOS calorie adjustment,Ausdauer,3.0,1,,,,785,
2026-01-12,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,2785,
2026-01-13,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1982,
2026-01-14,Krafttraining (Gewichtheben),Ausdauer,289.0,105,,,,,
2026-01-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2582,
2026-01-15,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,2542,
2026-01-16,MFP iOS calorie adjustment,Ausdauer,26.0,1,,,,2699,
2026-01-17,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,1174,
2026-01-18,Krafttraining (Gewichtheben),Ausdauer,102.0,34,,,,,
2026-01-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1294,
2026-01-19,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,2339,
2026-01-20,MFP iOS calorie adjustment,Ausdauer,21.0,1,,,,2977,
2026-01-21,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1826,
2026-01-22,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,3381,
2026-01-23,MFP iOS calorie adjustment,Ausdauer,20.0,1,,,,2474,
2026-01-24,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1063,
2026-01-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,70,
2026-01-26,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,3139,
2026-01-27,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,2267,
2026-01-28,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,3265,
2026-01-29,MFP iOS calorie adjustment,Ausdauer,22.0,1,,,,2652,
2026-01-30,MFP iOS calorie adjustment,Ausdauer,15.0,1,,,,2053,
2026-01-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1296,
2026-02-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,11,
2026-02-02,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,2237,
2026-02-03,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,779,
2026-02-04,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1850,
2026-02-05,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,4304,
2026-02-06,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,2085,
2026-02-09,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,1646,
2026-02-10,MFP iOS calorie adjustment,Ausdauer,7.0,1,,,,2658,
2026-02-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3284,
2026-02-12,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,5277,
2026-02-13,MFP iOS calorie adjustment,Ausdauer,57.0,1,,,,9021,
2026-02-14,MFP iOS calorie adjustment,Ausdauer,141.0,1,,,,10180,
2026-02-15,MFP iOS calorie adjustment,Ausdauer,47.0,1,,,,3217,
2026-02-16,MFP iOS calorie adjustment,Ausdauer,43.0,1,,,,4426,
2026-02-17,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2343,
2026-02-18,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1806,
2026-02-19,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,3838,
2026-02-20,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,2840,
2026-02-21,MFP iOS calorie adjustment,Ausdauer,187.0,1,,,,14228,
2026-02-22,MFP iOS calorie adjustment,Ausdauer,66.0,1,,,,3990,
2026-02-23,MFP iOS calorie adjustment,Ausdauer,24.0,1,,,,2318,
2026-02-24,Krafttraining (Gewichtheben),Ausdauer,285.0,68,,,,,
2026-02-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3044,
2026-02-25,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,2809,
2026-02-26,MFP iOS calorie adjustment,Ausdauer,34.0,1,,,,3773,
2026-02-27,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,3385,
2026-02-28,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1800,
2026-03-01,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,253,
2026-03-02,MFP iOS calorie adjustment,Ausdauer,34.0,1,,,,3924,
2026-03-03,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,1793,
2026-03-04,MFP iOS calorie adjustment,Ausdauer,37.0,1,,,,3447,
2026-03-05,MFP iOS calorie adjustment,Ausdauer,11.0,1,,,,1284,
2026-03-06,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1770,
2026-03-07,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,2171,
2026-03-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,266,
2026-03-09,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,3409,
2026-03-10,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,2366,
2026-03-11,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2635,
2026-03-12,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,2593,
2026-03-13,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,1193,
2026-03-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,100,
2026-03-21,MFP iOS calorie adjustment,Ausdauer,2.0,1,,,,3791,
2026-03-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,929,
2026-03-23,MFP iOS calorie adjustment,Ausdauer,36.0,1,,,,5550,
2026-03-24,MFP iOS calorie adjustment,Ausdauer,3.0,1,,,,1326,
